ep,finger,t,label,conf,jaw,cls,fn_hold_N,fn_near_N,fn_last_N,fn_near_ratio,fn_slope_near_rel,unload_80to20_s,fn_post_N,active_hold,active_last,active_slope_near,copy_travel_near_mm,copx_travel_near_mm,cop_speed_near_mm_s,copy_hold_mm,fs_hold_N,fs_near_N,mu_hold,mu_near,mu_max_near,mu_slope_near,shear_swing_deg,tau_max_near,tau_hold,hf_max_near,hf_hold,partner_fn_near_N,partner_fn_post_N,partner_slope_near_rel,partner_mu_near
33,0,4.511587072,drop,low,,loss,0.0,0.4146341463414634,1.4235294117647062,,,0.0,2.9565217391304355,0.0,7.117647058823529,22.41977526325265,2.011432307692308,-0.3135923076923075,28.49562834474865,,0.0,0.44329326364567784,,1.0511646997320783,1.118033988749895,0.9166004632430604,,5.410627692307692,0.0,27.811842187725826,0.0,0.0,3.5130434782608693,,
33,1,8.10971136,finger_unload,high,25.8,unload,4.831111111111112,4.78048780487805,4.729411764705883,0.989521394753966,-0.052800440634379386,0.0,0.0,24.155555555555555,23.647058823529413,-1.2754239771015716,0.0,0.0,0.106639199081882,4.173542462617898,4.7087357408560955,4.648893701426196,0.9765136184268218,0.9724380096773031,1.0441636738451392,-0.19439440875059186,9.606885803480168,7.857661666666666,4.6848788247435005,117.74640102628356,16.6005605030824,3.746341463414635,3.582608695652175,-0.014827170090945389,1.0776216310217062
33,0,9.122309888,release,high,46.9,deliberate,3.564444444444445,2.3951219512195125,1.4823529411764707,0.6719481783346511,-1.4551635194316666,0.7372200959999997,0.0,17.822222222222223,7.411764705882353,-25.93424761298215,-1.001168571428571,2.9358809523809533,-2.9442857270683316,1.9202252354376592,3.8047263021511792,2.8188347566315892,1.0700533138956236,1.228450785622453,1.4142135623730951,1.2693885613480251,26.715208248726555,7.196631999999999,1.9957392562286256,35.96700237495752,42.17666704262043,0.12682926829268293,0.20000000000000007,,1.414213562373095
34,0,7.4735168,release,high,43.6,deliberate,1.617777777777777,1.6634146341463416,1.752941176470588,1.0282095952827666,0.2732629673142374,0.0,0.0,8.088888888888889,8.764705882352942,2.2103937800529447,1.2008069444444442,0.15240555555555435,0.9873906587305449,0.20348472222222228,2.28788327423914,2.3524235354596366,1.4142135623730947,1.414213562373095,1.4142135623730951,-1.2529042765882944e-15,0.0,9.992007221626409e-16,7.475501699142721e-16,59.47252839404558,3.826906721782621,3.1463414634146347,0.2,-0.5529548158741043,1.3139153257726393
34,1,7.5509056,release,high,43.6,deliberate,3.306666666666668,2.980487804878049,2.5529411764705885,0.9013571990558613,-0.8802895784064472,0.7153384960000002,0.0,16.533333333333335,12.764705882352942,-14.55412102965326,0.4953859649122805,3.9014649122807015,-2.3870281407721725,1.2178992543100173,4.555642917077955,3.9481624090067564,1.37404856441875,1.325672894914169,1.4142135623730951,0.027847290913384566,1.1159980111824552,2.117391428571428,0.32299867089947154,52.77486960773652,52.269270073882105,1.5658536585365859,0.0,-0.6697066071718406,1.4103358787170528
35,1,4.54152576,drop,low,-49.0,loss,0.6488888888888888,3.604878048780488,3.3764705882352946,5.555462746408287,-1.2663397625202677,0.0,0.0,3.2444444444444445,16.88235294117647,-4.108569007287981,0.0,0.0,0.6629214253342788,15.671430247800872,0.6731681737319053,3.740326716319805,1.037707698347904,1.037059450430452,1.0657082490166623,0.01703777381117267,1.0903038512749958,4.386322105263157,0.8753454646542829,81.20210135924508,31.07809091731956,0.0,0.0,,
35,0,6.379724032,drop,low,0.0,loss,0.5955555555555556,0.38048780487804884,0.2235294117647059,0.63887877684747,-0.1715262513490262,0.5392855040000004,0.26086956521739135,2.977777777777778,1.1176470588235294,-0.510767059572656,0.0,0.0,-2.103013470859571,0.6272862351190476,0.8296719565922157,0.5380910139761045,1.4142135623730954,1.4142135623730951,1.4142135623730951,-4.479510894313701e-16,0.0,9.992007221626409e-16,2.0107372557100057e-16,60.62694555799331,24.278966252215824,2.1951219512195124,1.6782608695652175,-0.3013043449367824,1.414213562373095
35,1,9.076509696,release,medium,37.0,deliberate,2.2711111111111113,1.7853658536585366,1.0941176470588236,0.7861199942723497,-1.365184444274533,0.6533854719999983,0.06956521739130435,11.355555555555556,5.470588235294118,-15.5024278005397,-1.5953785714285713,-2.7114785714285716,-2.7275963826340237,0.7127823321123319,3.176913664279054,2.459062730434695,1.4007818428690535,1.3758275187896998,1.4142135623730951,-0.3338353510876406,6.3572308574372585,2.117391428571428,0.18553982905982958,86.55551308735478,39.97520704892483,0.4487804878048781,0.0,,1.4142135623730954
36,0,8.453119744,release,high,34.2,deliberate,1.5555555555555558,1.5609756097560976,1.552941176470588,1.0034843205574913,0.04487874834301142,0.0,0.0,7.777777777777778,7.764705882352941,0.3490569315567552,0.13773392857142855,-0.47693571428571424,-0.04807698247840052,0.1903450396825397,2.1941225651600633,2.2075528778506857,1.410095563422082,1.414213562373095,1.4142135623730951,7.357212187517293e-17,0.16417083871704108,8.326672684688674e-16,0.010722920634921388,28.014920091515748,9.858635068991543,2.380487804878049,0.20869565217391312,0.04473970996389877,1.0162896778570019
36,1,8.706084608,release,medium,34.2,deliberate,2.3377777777777786,1.478048780487805,0.16470588235294123,0.6322452007790038,-3.074059762211301,0.010250495999999387,0.10434782608695654,11.688888888888888,0.8235294117647058,-35.93234299829209,-0.3197452380952379,-2.455697619047619,-1.3540026282332855,0.4519461188811189,2.383457120990794,1.5298015950282782,1.019815787550146,1.0242397362716178,1.4142135623730951,0.31537735330396016,54.073282770493705,1.4231999999999991,0.7975173146853145,41.97951902641091,5.722962791989496,0.8341463414634147,0.0,-3.4027354495632003,1.4142135623730951
37,0,10.764938496,release,high,46.5,deliberate,1.6799999999999995,1.6585365853658536,1.6117647058823528,0.9872241579558655,-0.09056746998482411,0.0,0.045454545454545456,8.4,8.058823529411764,-0.7607667478725199,0.0,0.0,-0.37441610975763423,0.35707957977207977,2.369854829476027,2.345524932716353,1.4118966564843363,1.414213562373095,1.4142135623730951,-9.196456890439794e-17,0.15197783856388014,7.771561172376096e-16,0.047092991452992235,24.525031350041417,14.837691945116344,4.151219512195123,0.2636363636363637,-1.4941936411534842,0.9981581148810741
